StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,registeredyet,timepleasecontinue_First Click,timepleasecontinue_Last Click,timepleasecontinue_Page Submit,timepleasecontinue_Click Count,timenbrcontact_First Click,timenbrcontact_Last Click,timenbrcontact_Page Submit,timenbrcontact_Click Count,nbr_regularcontact,timenbrname_First Click,timenbrname_Last Click,timenbrname_Page Submit,timenbrname_Click Count,nbr_name,timenbrhaveemail_First Click,timenbrhaveemail_Last Click,timenbrhaveemail_Page Submit,timenbrhaveemail_Click Count,nbr_know_email,timenbrwouldemail_First Click,timenbrwouldemail_Last Click,timenbrwouldemail_Page Submit,timenbrwouldemail_Click Count,nbr_willing_email_hp,timehappiness_First Click,timehappiness_Last Click,timehappiness_Page Submit,timehappiness_Click Count,happiness_1,time_ns1_donint_First Click,time_ns1_donint_Last Click,time_ns1_donint_Page Submit,time_ns1_donint_Click Count,ns1_don_int_hb,time_ns1_dondom_First Click,time_ns1_dondom_Last Click,time_ns1_dondom_Page Submit,time_ns1_dondom_Click Count,ns1_dondom_hb,time_nsa_donint_First Click,time_nsa_donint_Last Click,time_nsa_donint_Page Submit,time_nsa_donint_Click Count,ns1_donint_ha,timing_ns1_dondom_First Click,timing_ns1_dondom_Last Click,timing_ns1_dondom_Page Submit,timing_ns1_dondom_Click Count,ns1_dondom_ha,timeplacebo_BHF_First Click,timeplacebo_BHF_Last Click,timeplacebo_BHF_Page Submit,timeplacebo_BHF_Click Count,regyet,nsbeforewinask,nsb4whichchar,winscreen,nsbeforeask,nsb4whichchar,losescreen,winscreenafter,nsafterdon,nsafterwhichchar,noasklose,Q44,RecruitmentID,sex,childpresentmdl,clustergroup,ordergroup,recruitmentid,title,rand_num,rankingroup,groupn,reminderperson,firstasktreat,OxfamDonation,BHFDonation,TotalDonation,Gift,BHFExtra,OxfamExtra,TotalExtra
2017-05-15 16:20:53,2017-05-15 16:21:44,IP Address,100,51,True,2017-05-15 16:21:45,R_eMdSScJmTmvFv8Z,email,Yes,0,0,1.458,0,2.908,2.923,5.951,2,Yes,1.838,1.855,5.727,2,Yes,2.74,3.872,5.923,4,Yes,4.211,4.224,5.551,2,Yes,4.051,5.882,7.402,4,Slightly unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140698,F,N,1,3,,Ms,.7391928,518,,,noask,,,0,10,0,0,0
2017-05-15 16:21:24,2017-05-15 16:24:09,IP Address,100,164,True,2017-05-15 16:24:10,R_2EHuKkA9WhZc23g,email,Yes,,,,,3.343,3.359,6.39,2,No,3.639,3.655,6.043,2,Yes,3.83,3.845,6.001,2,No,5.257,5.269,6.592,2,Yes,2.594,5.861,8.065,3,Moderately happy,,,,,,,,,,,,,,,,11.772,37.54,55.563,9,0,,,,,,,,,,,,,,,,,142436,F,Y,2,3,,Ms,.6529666,539,,,domestic_happyafter,,0,0,10,0,0,0
2017-05-15 16:31:00,2017-05-15 16:32:14,IP Address,100,73,True,2017-05-15 16:32:15,R_1ou6qq2tmZC53DB,email,Yes,0,0,2.597,0,3.23,3.251,6.795,2,Yes,3.612,3.63,6.038,2,Yes,6.477,6.498,8.735,2,No,6.929,6.939,8.403,2,Yes,3.704,3.716,6.26,2,Extremely unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137008,F,N,1,3,,Mrs,.6196188,449,,,noask,,,0,10,0,0,0
2017-05-15 16:56:20,2017-05-15 16:57:58,IP Address,100,98,True,2017-05-15 16:57:59,R_pE5fjNEBcRtmhFv,email,Yes,,,,,2.253,2.272,7.512,2,Yes,2.537,2.556,5.737,2,Yes,3.127,3.155,5.978,2,Yes,4.496,7.815,8.396,3,Yes,5.017,5.831,7.253,3,Slightly happy,,,,,,,,,,,,,,,,,,,,,0,0,2.762,0,,,,,,,,,,,,,128816,F,Y,2,3,,Mrs,.6485714,534,,,noask,,,0,10,0,0,0
2017-05-15 18:53:30,2017-05-15 18:55:04,IP Address,100,94,True,2017-05-15 18:55:05,R_3qm0ae43l5ixGQC,email,Yes,,,,,2.513,4.41,6.749,2,No,2.001,5.696,6.072,3,Yes,2.031,2.031,5.985,1,No,4.269,6.28,6.824,2,Yes,25.019,25.874,26.333,2,Moderately happy,,,,,,,,,,,,,,,,7.232,12.462,13.437,2,0,,,,,,,,,,,,,,,,,124527,M,N,3,3,,Mr,.7201546,511,,,domestic_happyafter,,0,0,10,0,0,0
2017-05-15 22:04:50,2017-05-15 22:06:43,IP Address,100,112,True,2017-05-15 22:06:43,R_SIYsYJmFbm98oh3,email,Yes,,,,,5.244,5.25,6.132,2,Yes,3.543,3.551,6.008,2,Yes,9.826,20.408,21.563,3,Yes,11.691,11.698,12.899,2,Yes,9.403,9.417,10.671,2,Moderately unhappy,,,,,,,,,,,1.971,13.941,17.857,5,0,,,,,,,,,,,,,,,,,,,,,,141879,F,Y,2,3,,Ms,.7712913,631,,,international_happyafter,0,,0,10,0,0,0
2017-05-15 22:37:24,2017-05-15 22:38:31,IP Address,100,67,True,2017-05-15 22:38:32,R_1Lor1dGy4hBKN7d,email,Yes,,,,,2.746,4.84,6.684,2,Yes,1.939,5.097,6.224,3,Yes,1.717,3.687,6.309,4,Yes,3.931,3.931,6.742,1,Yes,3.405,3.405,5.815,1,Moderately happy,,,,,,,,,,,,,,,,17.926,17.926,21.189,1,0,,,,,,,,,,,,,,,,,141913,F,Y,2,3,,Mrs,.7147833,587,,,domestic_happyafter,,0,0,10,0,0,0
2017-05-15 09:54:50,2017-05-15 10:54:13,IP Address,55,3563,False,2017-05-16 09:54:53,R_UxpOH8bJWEK5eXn,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16 11:27:34,2017-05-16 11:30:50,IP Address,100,195,True,2017-05-16 11:30:51,R_2tJ1YAvurdy9orU,email,Yes,0,0,2.401,0,3.224,3.224,6.001,1,No,2.084,2.084,5.98,1,No,15.613,15.613,151.218,1,Yes,7.642,7.642,8.792,1,Yes,8.393,8.393,9.17,1,Neither happy nor unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125822,F,Y,2,3,,Ms,.6860089,559,,,noask,,,0,10,0,0,0
2017-05-16 16:34:14,2017-05-16 16:36:06,IP Address,100,112,True,2017-05-16 16:36:09,R_0oEbdzneEky6C1b,email,Yes,,,,,14.541,14.55,15.262,2,No,2.359,2.368,5.986,2,Yes,6.381,6.391,7.207,2,Yes,9.715,9.723,10.723,2,Yes,2.928,5.562,7.593,3,Slightly happy,,,,,,,,,,,14.006,41.542,44.404,9,0,,,,,,,,,,,,,,,,,,,,,,148469,M,Y,4,3,,Mr,.5671615,228,,,international_happyafter,0,,0,10,0,0,0
2017-05-15 18:58:35,2017-05-15 18:59:04,IP Address,1,29,False,2017-05-16 18:58:36,R_sd0LFv0p31uN5w5,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142570,F,N,1,3,,Ms,.6393334,456,,,,,,,,,,
2017-05-17 10:25:35,2017-05-17 10:26:43,IP Address,100,68,True,2017-05-17 10:26:44,R_2fdDtZeJ6del12X,email,Yes,,,,,6.24,6.24,7.306,1,Yes,1.822,1.822,5.808,1,Yes,4.915,4.915,5.833,1,Yes,7.368,7.368,8.328,1,Yes,4.714,4.714,5.839,1,Neither happy nor unhappy,,,,,,13.497,13.497,15.775,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,128376,M,N,3,3,,Mr,.7005834,499,,,domestic_happyfirst,,0,0,10,0,0,0
2017-05-17 15:02:17,2017-05-17 15:04:12,IP Address,100,114,True,2017-05-17 15:04:13,R_afs5WLkJK3yQkRb,email,Yes,,,,,5.741,5.761,7.438,2,Yes,3.054,5.605,6.09,4,Yes,5.182,5.198,5.953,2,Yes,14.341,17.93,18.564,6,Yes,7.061,7.079,8.418,2,Slightly happy,,,,,,5.18,29.272,33.204,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,132454,F,Y,2,4,,Mrs,.9533561,764,,,domestic_happyfirst,,0,0,10,0,0,0
2017-05-17 15:04:13,2017-05-17 15:05:54,IP Address,100,100,True,2017-05-17 15:05:57,R_2bHkXvpK31PEWet,email,Yes,0,0,2.115,0,40.805,40.805,41.597,1,Yes,3.354,3.354,5.903,1,Yes,4.888,4.888,5.684,1,Yes,7.55,7.55,8.517,1,Yes,4.12,4.12,6.105,1,Extremely happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140465,F,Y,2,4,,Mrs,.8253857,665,,,noask,,,0,10,0,0,0
2017-05-17 15:05:24,2017-05-17 15:06:30,IP Address,100,66,True,2017-05-17 15:06:31,R_DhN018e8HHujFJv,email,Yes,,,,,3.603,5.306,5.966,3,No,2.039,4.934,5.678,5,Yes,3.122,4.618,5.556,6,No,3.18,4.642,5.55,5,No,3.677,8.531,9.717,3,Moderately unhappy,1.041,14.886,17.271,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125411,F,Y,2,4,,Ms,.9717187,778,,,international_happyfirst,0,,0,10,0,0,0
2017-05-17 15:16:48,2017-05-17 15:19:02,IP Address,100,134,True,2017-05-17 15:19:03,R_1hANb8IC06gjOE2,email,Yes,,,,,4.098,4.098,6.421,1,Yes,3.027,3.027,6.71,1,Yes,8.117,8.117,9.752,1,No,5.725,5.725,6.951,1,Yes,11.773,11.773,12.876,1,Moderately happy,,,,,,,,,,,47.959,61.523,68.521,2,2,,,,,,,,,,,,,,,,,,,,,,145975,F,N,1,4,,Ms,.8381479,578,,,international_happyafter,2,,2,8,0,0.5,0.5
2017-05-17 15:27:22,2017-05-17 15:28:20,IP Address,100,57,True,2017-05-17 15:28:21,R_yw46MmjgGu6wtMt,email,Yes,0,0,1.835,0,4.34,4.348,6.289,2,No,2.16,2.168,5.815,2,Yes,2.309,2.317,5.776,2,No,2.824,5.828,5.857,3,No,2.918,6.903,7.87,7,Extremely happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144521,M,Y,4,4,,Mr,.8246703,313,,,noask,,,0,10,0,0,0
2017-05-17 15:38:46,2017-05-17 15:41:11,IP Address,100,144,True,2017-05-17 15:41:12,R_3HXQcJRmq1fSacE,email,Yes,,,,,9.588,9.594,13.741,2,No,5.867,5.873,6.934,2,Yes,4.975,4.988,5.731,2,No,16.788,16.793,19.052,2,Yes,3.591,12.769,16.773,3,Moderately happy,,,,,,,,,,,13.113,37.824,40.336,7,0,,,,,,,,,,,,,,,,,,,,,,136154,M,Y,4,4,,Mr,.9905929,368,,,international_happyafter,0,,0,10,0,0,0
2017-05-17 15:42:45,2017-05-17 15:43:45,IP Address,100,60,True,2017-05-17 15:43:46,R_1q3XugyuVR1pdA4,email,Yes,0,0,2.154,0,4.716,4.726,5.952,2,Yes,2.374,5.334,5.358,4,Yes,3.034,3.04,5.819,2,No,7.129,7.137,7.96,2,No,5.77,5.776,7.314,2,Slightly happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148563,F,Y,2,4,,Mrs,.9945123,795,,,noask,,,0,10,0,0,0
2017-05-17 15:42:13,2017-05-17 15:45:01,IP Address,100,167,True,2017-05-17 15:45:02,R_6tzmCnQjUTjdzup,email,Yes,,,,,7.101,7.101,9.243,1,Yes,5.153,5.153,7.492,1,Yes,4.134,4.134,7.17,1,Yes,8.755,8.755,10.995,1,Yes,1.649,6.206,7.737,2,Moderately happy,,,,,,,,,,,6.62,43.679,47.766,3,1,,,,,,,,,,,,,,,,,,,,,,148845,M,N,3,4,,Mr,.8427536,602,,,international_happyafter,1,,1,9,0,0.25,0.25
2017-05-17 16:11:39,2017-05-17 16:13:15,IP Address,100,95,True,2017-05-17 16:13:16,R_27pTEArNGwlDQJi,email,Yes,,,,,2.451,2.46,6.155,2,Yes,1.62,1.628,7.433,2,Yes,2.385,2.392,5.983,2,Yes,5.894,5.904,7.083,2,Yes,6.913,10.109,23.305,3,Extremely happy,,,,,,,,,,,,,,,,4.752,9.954,13,7,0,,,,,,,,,,,,,,,,,138150,F,Y,2,4,,Mrs,.9245936,739,,,domestic_happyafter,,0,0,10,0,0,0
2017-05-17 17:23:45,2017-05-17 17:25:26,IP Address,100,101,True,2017-05-17 17:25:27,R_cvCoFx5dYylJzQ5,email,Yes,0,0,5.105,0,13.195,13.215,13.99,2,No,4.691,4.7,5.881,2,Yes,2.98,2.987,6.136,2,No,5.252,5.259,6.283,2,Yes,7.705,7.715,9.338,2,Moderately happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140514,F,N,1,4,,Ms,.8677988,602,,,noask,,,0,10,0,0,0
2017-05-17 18:07:50,2017-05-17 18:09:56,IP Address,100,125,True,2017-05-17 18:09:57,R_1LUSynFaK5Pu2dT,email,Yes,,,,,4.647,4.663,5.775,2,Yes,2.184,2.201,5.92,2,Yes,3.646,5.345,6.205,3,No,6.837,9.324,10.054,3,Yes,2.967,7.731,9.591,3,Moderately happy,,,,,,3.963,62.949,65.776,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,148825,F,Y,2,4,,Ms,.9957827,797,,,domestic_happyfirst,,1,1,9,0.25,0,0.25
2017-05-17 18:25:10,2017-05-17 18:26:43,IP Address,100,93,True,2017-05-17 18:26:44,R_cUf4NTPjAeuYiKB,email,Yes,0,0,2.665,0,5.803,5.803,7.536,1,No,3.8,3.8,6.626,1,Yes,4.326,4.326,5.793,1,No,3.196,3.196,6.554,1,No,12.61,12.61,14.218,1,Neither happy nor unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125228,F,N,1,4,,Ms,.9872451,681,,,noask,,,0,10,0,0,0
2017-05-17 18:57:22,2017-05-17 18:59:14,IP Address,100,112,True,2017-05-17 18:59:15,R_3EHaicsK0Uwot0j,email,No,,,,,6.088,8.862,8.9,4,Yes,3.184,7.436,7.475,3,Yes,5.489,5.498,8.006,2,Yes,5.46,5.468,8.622,2,Yes,8.37,8.382,9.208,2,Moderately happy,18.534,18.544,22.699,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144303,F,N,1,4,,Ms,.9863433,680,,,international_happyfirst,3,,3,7,0,0.75,0.75
2017-05-17 09:25:07,2017-05-17 09:27:51,IP Address,54,163,False,2017-05-18 09:25:11,R_3niT9txrxwYpRvZ,email,Yes,,,,,3.999,3.999,6.175,1,Yes,2.891,2.891,5.876,1,Yes,4.682,4.682,6.296,1,Yes,8.072,8.072,9.89,1,Yes,4.66,4.66,6.216,1,Moderately happy,35.234,35.234,38.288,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125748,F,Y,2,3,,Ms,.7543308,621,,,international_happyfirst,5,,5,5,0,1.25,1.25
2017-05-17 17:27:11,2017-05-17 17:28:02,IP Address,1,50,False,2017-05-18 17:27:21,R_RKLAv7e8bCHm09z,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141651,M,N,3,4,,Mr,.9298552,665,,,,,,,,,,
2017-05-17 17:29:49,2017-05-17 17:30:06,IP Address,28,16,False,2017-05-18 17:29:51,R_pbERFdibDlad79L,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125060,F,Y,2,4,,Ms,.9342305,749,,,,,,,,,,
2017-05-18 22:11:43,2017-05-18 22:35:25,IP Address,100,1421,True,2017-05-18 22:35:26,R_1n7RSVnieOb8nYH,email,No,,,,,12.141,12.161,14.447,2,Yes,2.374,2.39,6.054,2,Yes,4.587,4.604,6.257,2,No,10.517,10.53,11.888,2,Yes,14.519,22.668,23.503,6,Slightly unhappy,,,,,,,,,,,,,,,,,,,,,0,0,4.846,0,,,,,,,,,,,,,135324,F,Y,2,1,,Mrs,.2462985,179,,,noask,,,0,10,0,0,0
2017-05-18 09:19:23,2017-05-18 09:20:46,IP Address,1,83,False,2017-05-19 09:19:28,R_6iho6uzbHGVaNON,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133175,M,N,3,4,,Mr,.9543394,680,,,,,,,,,,
2017-05-19 15:08:55,2017-05-19 15:10:27,IP Address,100,92,True,2017-05-19 15:10:28,R_2CZXQ6mpeQ65nvN,email,Yes,,,,,2.997,8.653,9.613,5,No,2.345,2.345,6.069,1,No,2.256,2.256,6.06,1,No,2.477,2.477,5.895,1,Yes,3.092,3.092,5.818,1,Moderately happy,,,,,,30.331,30.331,32.668,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Y,2,2,137117,Ms,.514572,410,805,1,domestic_happyfirst,,0,0,10,0,0,0
2017-05-19 15:09:50,2017-05-19 15:11:03,IP Address,100,73,True,2017-05-19 15:11:04,R_3O994i2dSKZpWci,email,Yes,,,,,4.038,4.038,5.918,1,Yes,1.553,1.553,5.755,1,Yes,2.139,2.139,5.975,1,No,2.138,2.138,6.02,1,Yes,4.653,4.653,5.977,1,Neither happy nor unhappy,,,,,,,,,,,,,,,,20.071,20.071,21.854,1,5,,,,,,,,,,,,,,,,,,M,N,3,0,127284,Mr,.0804067,67,704,1,domestic_happyafter,,5,5,5,1.25,0,1.25
2017-05-19 15:23:27,2017-05-19 15:26:29,IP Address,100,182,True,2017-05-19 15:26:30,R_1DRWcRM6XCFaif0,email,Yes,,,,,2.656,5.186,5.93,3,No,1.552,1.566,5.6,2,Yes,1.536,1.547,5.803,2,No,3.388,3.397,5.704,2,Yes,2.979,2.991,5.694,2,Slightly unhappy,,,,,,4.96,13.971,15.882,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,N,1,3,125515,Miss,.6960113,491,690,1,domestic_happyfirst,,0,0,10,0,0,0
2017-05-19 15:42:56,2017-05-19 15:44:25,IP Address,100,88,True,2017-05-19 15:44:26,R_T0gIFfVWlguXQC5,email,Yes,,,,,3.069,3.069,5.874,1,Yes,4.63,4.63,5.667,1,Yes,3.63,3.63,5.947,1,No,4.396,4.396,5.722,1,Yes,12.829,12.829,14.549,1,Moderately happy,23.033,23.033,26.529,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Y,4,3,134772,Mr,.6923821,269,372,1,international_happyfirst,0,,0,10,0,0,0
2017-05-19 15:49:15,2017-05-19 15:56:56,IP Address,100,460,True,2017-05-19 15:56:56,R_1F3tvyDEVCcVCT2,email,No,,,,,4.659,4.673,6.022,2,Yes,2.345,2.356,5.913,2,Yes,3.527,3.538,5.837,2,No,4.934,4.942,5.879,2,Yes,5.554,5.564,6.954,2,Neither happy nor unhappy,,,,,,,,,,,,,,,,8.842,24.628,28.994,6,0,,,,,,,,,,,,,,,,,,F,Y,2,0,124418,Ms,.0197577,18,805,1,domestic_happyafter,,0,0,10,0,0,0
2017-05-19 16:01:17,2017-05-19 16:02:49,IP Address,100,92,True,2017-05-19 16:02:50,R_2wFAyqjgrR1N6U3,email,Yes,,,,,3.512,3.53,5.965,2,Yes,3.113,3.128,5.683,2,Yes,3.666,3.684,5.921,2,Yes,6.821,6.835,7.651,2,Yes,4.489,5.953,8.448,3,Moderately happy,,,,,,,,,,,,,,,,,,,,,0,0,3.032,0,,,,,,,,,,,,,,F,Y,2,2,141364,Miss,.5090375,406,805,1,noask,,,0,10,0,0,0
2017-05-19 16:34:43,2017-05-19 16:35:35,IP Address,100,51,True,2017-05-19 16:35:36,R_3RirkLwYz1iANwJ,email,Yes,0,0,2.3,0,4.353,4.376,5.767,2,Yes,2.74,2.752,5.796,2,Yes,5.1,5.117,5.801,2,Yes,5.557,6.49,7.057,3,Yes,3.584,6.467,7.036,4,Moderately happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,N,3,0,127462,Mr,.0011326,1,704,1,noask,,,0,10,0,0,0
2017-05-19 16:05:45,2017-05-19 16:39:26,IP Address,100,2021,True,2017-05-19 16:39:27,R_XXsAOeUkfLOIu0V,email,Yes,,,,,2.764,2.764,6.276,1,No,6.344,6.344,7.758,1,Yes,2.681,2.681,5.839,1,No,4.386,4.386,6.842,1,Yes,8.168,8.168,8.992,1,Moderately happy,,,,,,,,,,,,,,,,1963.58,1972.484,1974.532,2,0,,,,,,,,,,,,,,,,,,M,N,3,4,148187,Mr,.8422652,601,704,1,domestic_happyafter,,0,0,10,0,0,0
2017-05-19 17:46:20,2017-05-19 17:47:42,IP Address,100,81,True,2017-05-19 17:47:42,R_3NQdmJy4UuF339n,email,Yes,,,,,3.632,3.653,6.258,2,Yes,2.279,2.288,5.907,2,Yes,8.817,8.832,9.762,2,Yes,5.502,5.515,6.487,2,No,3.99,4,5.869,2,Moderately unhappy,,,,,,,,,,,2.912,27.36,30.214,15,1,,,,,,,,,,,,,,,,,,,,,,,M,Y,4,3,133497,Mr,.6959445,271,372,1,international_happyafter,1,,1,9,0,0.25,0.25
2017-05-19 18:57:49,2017-05-19 18:58:45,IP Address,100,56,True,2017-05-19 18:58:46,R_25LPOIYNu3rhMaK,email,Yes,,,,,4.056,4.056,5.886,1,Yes,6.833,6.833,7.742,1,Yes,3.426,3.426,6.061,1,Yes,4.55,4.55,5.933,1,Yes,3.631,3.631,5.887,1,Extremely happy,,,,,,,,,,,,,,,,,,,,,0,0,1.399,0,,,,,,,,,,,,,,M,Y,4,0,129646,Mr,.1360068,51,372,1,noask,,,0,10,0,0,0
2017-05-19 19:45:10,2017-05-19 19:46:37,IP Address,100,86,True,2017-05-19 19:46:38,R_3G8JHDwKKTrdPtu,email,Yes,,,,,4.058,4.069,5.806,2,Yes,1.839,1.849,5.679,2,Yes,3.108,3.116,5.785,2,Yes,5.861,6.878,7.502,3,Yes,5.446,8.306,10.68,3,Moderately happy,6.69,15.593,15.63,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Y,2,1,143880,Ms,.3258178,252,805,1,international_happyfirst,0,,0,10,0,0,0
2017-05-19 20:40:34,2017-05-19 20:43:20,IP Address,100,166,True,2017-05-19 20:43:22,R_Wp052UvnuIPiPyF,email,Yes,0,0,2.384,0,3.784,4.826,20.177,4,No,5.776,5.794,6.829,2,Yes,3.482,3.494,6.149,2,No,14.123,14.542,15.621,3,No,13.087,13.095,14.201,2,Neither happy nor unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,N,3,2,140569,Mr,.4793161,346,704,1,noask,,,0,10,0,0,0
2017-05-19 21:05:26,2017-05-19 21:07:06,IP Address,100,100,True,2017-05-19 21:07:07,R_AGWDBWenB3Kha5X,email,Yes,,,,,2.753,2.753,7.661,1,Yes,2.063,2.063,6.035,1,Yes,6.225,6.225,8.118,1,Yes,4.661,4.661,6.804,1,Yes,5.465,5.465,7.828,1,Moderately happy,,,,,,19.555,24.115,31.824,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,N,3,0,142689,Mr,.1708621,131,704,1,domestic_happyfirst,,0,0,10,0,0,0
2017-05-19 21:23:42,2017-05-19 21:33:07,IP Address,100,564,True,2017-05-19 21:33:08,R_1mREnlZo11yEhE5,email,No,,,,,4.032,4.055,5.772,2,Yes,3.288,3.308,5.644,2,Yes,2.571,2.591,5.609,2,No,3.67,3.685,8.336,2,No,5.431,10.788,11.563,6,Moderately happy,,,,,,,,,,,,,,,,,,,,,1.911,1.911,1.966,1,,,,,,,,,,,,,,F,Y,2,2,137622,Mrs,.5293725,424,805,1,noask,,,0,10,0,0,0
2017-05-19 21:37:06,2017-05-19 21:38:12,IP Address,100,65,True,2017-05-19 21:38:13,R_3WsZcuMC2BQVG1j,email,Yes,,,,,2.112,5.185,6.094,5,Yes,1.748,3.897,5.788,3,Yes,3.495,9.982,10.646,6,Yes,3.953,3.962,5.844,2,Yes,2.781,3.803,5.926,3,Neither happy nor unhappy,,,,,,3.613,7.4,10.357,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Y,2,4,146681,Miss,.9479879,757,805,1,domestic_happyfirst,,0,0,10,0,0,0
2017-05-19 20:46:46,2017-05-19 21:54:26,IP Address,100,4059,True,2017-05-19 21:54:26,R_3nCb0fgLwEBRIpa,email,No,,,,,6.202,6.22,8.198,2,No,7.93,7.94,8.703,2,Yes,3.685,3.693,5.908,2,No,14.161,14.17,14.884,2,No,7.007,7.014,8.55,2,Moderately happy,,,,,,,,,,,2.106,19.846,21.818,9,0,,,,,,,,,,,,,,,,,,,,,,,F,N,1,4,133739,Mrs,.9683622,664,690,1,international_happyafter,0,,0,10,0,0,0
2017-05-20 10:51:53,2017-05-20 10:53:17,IP Address,100,83,True,2017-05-20 10:53:18,R_2ydP0EPzATl9tCA,email,Yes,,,,,3.918,3.927,6.059,2,Yes,2.073,2.08,6.008,2,Yes,2.726,2.734,6.049,2,No,6.366,6.376,7.384,2,Yes,3.39,3.398,6.089,2,Slightly unhappy,,,,,,,,,,,,,,,,8.079,22.047,24.901,6,0,,,,,,,,,,,,,,,,,,F,Y,2,4,144769,Ms,.8399555,676,805,1,domestic_happyafter,,0,0,10,0,0,0
2017-05-19 15:07:08,2017-05-19 15:07:37,IP Address,1,28,False,2017-05-20 15:07:13,R_2ScvdciLcdiaLiN,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,N,1,3,137033,Ms,.6529605,463,690,1,,,,,,,,
2017-05-19 15:12:25,2017-05-19 15:12:38,IP Address,28,13,False,2017-05-20 15:12:47,R_1IsdOMBXHhicoRc,email,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Y,2,2,124696,Mrs,.4836113,386,805,1,,,,,,,,
2017-05-19 15:20:23,2017-05-19 15:35:22,IP Address,26,898,False,2017-05-20 15:20:54,R_2rxBJMwvO53P0yv,email,No,,,,,4.083,4.083,6.495,1,No,4.725,4.725,6.78,1,Yes,3.596,3.596,6.11,1,No,5.821,5.821,7.786,1,No,8.03,11.865,13.532,2,Slightly unhappy,,,,,,,,,,,9.967,9.967,11.965,1,0,,,,,,,,,,,,,,,,,,,,,,,F,N,1,4,130790,Ms,.918574,633,690,1,international_happyafter,0,,0,10,0,0,0
2017-05-19 15:25:03,2017-05-19 15:27:53,IP Address,25,170,False,2017-05-20 15:25:09,R_tQgZXZeEF2ya5Lb,email,No,,,,,1.723,1.723,11.942,1,No,4.334,4.334,6.386,1,Yes,4.936,4.936,6.414,1,No,3.755,3.755,6.072,1,No,5.502,5.502,6.493,1,Moderately happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,N,3,0,138234,Mr,.0219,19,704,1,,,,,,,,
2017-05-19 15:47:47,2017-05-19 15:49:55,IP Address,26,128,False,2017-05-20 15:48:02,R_bmtRzljf5ywXXIl,email,No,,,,,3.723,3.734,6.389,2,Yes,4.766,4.776,6.087,2,Yes,4.933,4.943,5.924,2,Yes,4.544,4.554,7.131,2,Yes,7.477,7.503,8.707,2,Extremely unhappy,,,,,,9.473,24.261,28.164,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,N,1,3,145173,Miss,.7702982,532,690,1,domestic_happyfirst,,0,0,10,0,0,0
